Date,Channel,Revenue,Spend,Campaign
2025-12-11,Google,3673.11011528,493.58489,Pmax_NTM_Campaign_03
2025-12-12,Google,1500.644999,264.627139,Pmax_NTM_Campaign_03
2025-12-13,Google,572.1351884,257.955877,Pmax_NTM_Campaign_03
2025-12-14,Google,1052.16720242,261.652285,Pmax_NTM_Campaign_03
2025-12-15,Google,1512.38799159,180.02716,Pmax_NTM_Campaign_03
2025-12-16,Google,24.605,82.636432,Pmax_NTM_Campaign_03
2025-12-17,Google,530.08333209,267.439726,Pmax_NTM_Campaign_03
2025-12-18,Google,0.0,160.815829,Pmax_NTM_Campaign_03
2025-12-19,Google,0.0,103.324318,Pmax_NTM_Campaign_03
2025-12-20,Google,48.18,142.213174,Pmax_NTM_Campaign_03
2025-12-21,Google,115.83,81.045395,Pmax_NTM_Campaign_03
2025-12-22,Google,138.25,31.104939,Pmax_NTM_Campaign_03
2025-12-23,Google,626.6722229400001,23.760408,Pmax_NTM_Campaign_03
2025-12-24,Google,74.21538571,27.695129,Pmax_NTM_Campaign_03
2025-12-25,Google,284.12,34.623528,Pmax_NTM_Campaign_03
2025-12-26,Google,0.0,34.621906,Pmax_NTM_Campaign_03
2025-12-27,Google,0.0,21.029716,Pmax_NTM_Campaign_03
2025-12-28,Google,446.03,41.521387,Pmax_NTM_Campaign_03
2025-12-29,Google,325.99997704,15.261051,Pmax_NTM_Campaign_03
2025-12-30,Google,319.98648323,13.626391,Pmax_NTM_Campaign_03
2025-12-31,Google,160.5,10.073121,Pmax_NTM_Campaign_03
2026-01-01,Google,32.24673116,15.164208,Pmax_NTM_Campaign_03
2026-01-02,Google,138.2232141,16.757284,Pmax_NTM_Campaign_03
2026-01-03,Google,241.7927534,15.414324,Pmax_NTM_Campaign_03
2026-01-04,Google,101.095,9.910676,Pmax_NTM_Campaign_03
2026-01-05,Google,208.0,16.124188,Pmax_NTM_Campaign_03
2026-01-06,Google,1196.8091919100002,55.621306,Pmax_NTM_Campaign_03
2026-01-07,Google,171.755,53.882482,Pmax_NTM_Campaign_03
2026-01-08,Google,68.99,23.240503,Pmax_NTM_Campaign_03
2026-01-09,Google,0.0,82.541485,Pmax_NTM_Campaign_03
2026-01-10,Google,118.98,12.566568,Pmax_NTM_Campaign_03
2026-01-11,Google,195.09,80.965921,Pmax_NTM_Campaign_03
2026-01-12,Google,59.13,35.919679,Pmax_NTM_Campaign_03
2026-01-13,Google,100.0,67.363943,Pmax_NTM_Campaign_03
2026-01-14,Google,1182.83,33.109304,Pmax_NTM_Campaign_03
2026-01-15,Google,0.0,25.008425,Pmax_NTM_Campaign_03
2026-01-16,Google,23.2687015,17.650556,Pmax_NTM_Campaign_03
2026-01-17,Google,0.0,13.228402,Pmax_NTM_Campaign_03
2026-01-18,Google,0.0,7.636205,Pmax_NTM_Campaign_03
2026-01-19,Google,119.7,40.133619,Pmax_NTM_Campaign_03
2026-01-20,Google,0.0,23.451694,Pmax_NTM_Campaign_03
2026-01-21,Google,0.0,10.558949,Pmax_NTM_Campaign_03
2026-01-22,Google,272.13,8.714201,Pmax_NTM_Campaign_03
2026-01-23,Google,0.0,0.6,Pmax_NTM_Campaign_03
2026-02-03,Google,154.27,2.026448,Pmax_NTM_Campaign_03
2026-02-04,Google,555.43024793,9.543508,Pmax_NTM_Campaign_03
2026-02-05,Google,706.2149999999999,19.106079,Pmax_NTM_Campaign_03
2026-02-06,Google,106.2,2.33,Pmax_NTM_Campaign_03
2026-02-07,Google,141.79,19.989999,Pmax_NTM_Campaign_03
2026-02-08,Google,0.0,3.34,Pmax_NTM_Campaign_03
2026-02-09,Google,955.19939693,18.191521,Pmax_NTM_Campaign_03
2026-02-10,Google,0.0,10.283587,Pmax_NTM_Campaign_03
2026-02-11,Google,207.66664425,117.828542,Pmax_NTM_Campaign_03
2026-02-12,Google,49.32,92.859925,Pmax_NTM_Campaign_03
2026-02-13,Google,184.51,73.713969,Pmax_NTM_Campaign_03
2026-02-14,Google,55.99,22.675078,Pmax_NTM_Campaign_03
2026-02-15,Google,7.491612,31.07333,Pmax_NTM_Campaign_03
2026-02-16,Google,379.96348975,115.714218,Pmax_NTM_Campaign_03
2026-02-17,Google,651.41985109,108.000636,Pmax_NTM_Campaign_03
2026-02-18,Google,61.960396,18.88382,Pmax_NTM_Campaign_03
2026-02-19,Google,0.0,3.069269,Pmax_NTM_Campaign_03
2024-10-14,Google,130.32,52.606021,Pmax_NTM_Campaign_01
2024-10-15,Google,159.0,23.906287,Pmax_NTM_Campaign_01
2024-10-16,Google,25.0,19.82647,Pmax_NTM_Campaign_01
2024-10-17,Google,5.4,30.461384,Pmax_NTM_Campaign_01
2024-10-18,Google,0.0,21.350329,Pmax_NTM_Campaign_01
2024-10-19,Google,31.372464,26.905652,Pmax_NTM_Campaign_01
2024-10-20,Google,36.0,25.33454,Pmax_NTM_Campaign_01
2024-10-21,Google,165.43982,2.51,Pmax_NTM_Campaign_01
2024-10-22,Google,0.0,0.399664,Pmax_NTM_Campaign_01
2024-10-23,Google,0.0,0.671235,Pmax_NTM_Campaign_01
2024-10-24,Google,0.0,1.248471,Pmax_NTM_Campaign_01
2024-10-25,Google,0.0,2.272294,Pmax_NTM_Campaign_01
2024-10-26,Google,40.0,2.72602,Pmax_NTM_Campaign_01
2024-10-27,Google,0.0,2.658982,Pmax_NTM_Campaign_01
2024-10-28,Google,0.0,1.585086,Pmax_NTM_Campaign_01
2024-10-29,Google,0.0,1.504182,Pmax_NTM_Campaign_01
2024-10-30,Google,0.0,1.020466,Pmax_NTM_Campaign_01
2024-10-31,Google,0.0,1.706854,Pmax_NTM_Campaign_01
2024-11-01,Google,0.0,0.084113,Pmax_NTM_Campaign_01
2024-11-02,Google,0.0,3.23,Pmax_NTM_Campaign_01
2024-11-03,Google,0.0,0.62,Pmax_NTM_Campaign_01
2024-11-04,Google,0.0,0.18,Pmax_NTM_Campaign_01
2024-11-05,Google,9.70175,1.93,Pmax_NTM_Campaign_01
2024-11-06,Google,0.0,0.0,Pmax_NTM_Campaign_01
2024-11-07,Google,52.0,1.03,Pmax_NTM_Campaign_01
2024-11-08,Google,0.0,0.35,Pmax_NTM_Campaign_01
2024-11-09,Google,99.4538,1.73,Pmax_NTM_Campaign_01
2024-11-10,Google,60.0,5.990105,Pmax_NTM_Campaign_01
2024-11-11,Google,105.0,3.14,Pmax_NTM_Campaign_01
2024-11-12,Google,0.0,2.670588,Pmax_NTM_Campaign_01
2024-11-13,Google,0.0,0.5,Pmax_NTM_Campaign_01
2024-11-14,Google,0.0,0.32,Pmax_NTM_Campaign_01
2024-11-15,Google,22.5,1.816345,Pmax_NTM_Campaign_01
2024-11-16,Google,0.0,3.893204,Pmax_NTM_Campaign_01
2024-11-17,Google,436.0,26.541332,Pmax_NTM_Campaign_01
2024-11-18,Google,15.22858725,28.17,Pmax_NTM_Campaign_01
2024-11-19,Google,0.06399,6.631404,Pmax_NTM_Campaign_01
2024-11-20,Google,0.173745,34.68,Pmax_NTM_Campaign_01
2024-11-21,Google,0.0,8.38,Pmax_NTM_Campaign_01
2024-11-22,Google,104.0,42.97,Pmax_NTM_Campaign_01
2024-11-23,Google,0.0,1.17,Pmax_NTM_Campaign_01
2024-11-24,Google,37.5,3.11,Pmax_NTM_Campaign_01
2024-11-25,Google,0.0,0.49,Pmax_NTM_Campaign_01
2024-11-26,Google,24.41436,4.87,Pmax_NTM_Campaign_01
2024-11-27,Google,59.44548375,20.904768,Pmax_NTM_Campaign_01
2024-11-28,Google,0.0,32.239309,Pmax_NTM_Campaign_01
2024-11-29,Google,0.0,4.82,Pmax_NTM_Campaign_01
2024-11-30,Google,338.847245,92.208504,Pmax_NTM_Campaign_01
2024-12-01,Google,162.1327715,78.05,Pmax_NTM_Campaign_01
2024-12-02,Google,38.25,17.499332,Pmax_NTM_Campaign_01
2024-12-03,Google,0.0,1.659793,Pmax_NTM_Campaign_01
2024-12-04,Google,0.0,3.259953,Pmax_NTM_Campaign_01
2024-12-05,Google,0.0,0.448276,Pmax_NTM_Campaign_01
2024-12-06,Google,89.80332,13.001143,Pmax_NTM_Campaign_01
2024-12-07,Google,317.25,44.101373,Pmax_NTM_Campaign_01
2024-12-08,Google,553.5581224,116.528665,Pmax_NTM_Campaign_01
2024-12-09,Google,1193.430176,200.050863,Pmax_NTM_Campaign_01
2024-12-10,Google,478.212534,68.881,Pmax_NTM_Campaign_01
2024-12-11,Google,1488.035763,121.099679,Pmax_NTM_Campaign_01
2024-12-12,Google,530.944084,100.325279,Pmax_NTM_Campaign_01
2024-12-13,Google,842.8910756,108.825275,Pmax_NTM_Campaign_01
2024-12-14,Google,675.6896409999999,136.59405,Pmax_NTM_Campaign_01
2024-12-15,Google,410.236538,159.38999,Pmax_NTM_Campaign_01
2024-12-16,Google,780.0264975,50.321457,Pmax_NTM_Campaign_01
2024-12-17,Google,271.9769025,52.7452,Pmax_NTM_Campaign_01
2024-12-18,Google,236.39272,51.46,Pmax_NTM_Campaign_01
2024-12-19,Google,392.355375,39.026014,Pmax_NTM_Campaign_01
2024-12-20,Google,328.13877,64.34239,Pmax_NTM_Campaign_01
2024-12-21,Google,267.0,53.798693,Pmax_NTM_Campaign_01
2024-12-22,Google,456.0,37.785652,Pmax_NTM_Campaign_01
2024-12-23,Google,568.29466,46.233116,Pmax_NTM_Campaign_01
2024-12-24,Google,0.0,44.601881,Pmax_NTM_Campaign_01
2024-12-25,Google,112.597578,51.474156,Pmax_NTM_Campaign_01
2024-12-26,Google,1024.17818,60.104905,Pmax_NTM_Campaign_01
2024-12-27,Google,233.4,40.271345,Pmax_NTM_Campaign_01
2024-12-28,Google,40.0,49.336836,Pmax_NTM_Campaign_01
2024-12-29,Google,142.0040938,25.99,Pmax_NTM_Campaign_01
2024-12-30,Google,0.0,25.865079,Pmax_NTM_Campaign_01
2024-12-31,Google,95.4,31.23579,Pmax_NTM_Campaign_01
2025-01-01,Google,143.10824,10.94,Pmax_NTM_Campaign_01
2025-01-02,Google,82.5,14.34,Pmax_NTM_Campaign_01
2025-01-03,Google,56.2,13.06,Pmax_NTM_Campaign_01
2025-01-04,Google,0.0,23.36,Pmax_NTM_Campaign_01
2025-01-05,Google,112.5,13.83,Pmax_NTM_Campaign_01
2025-01-06,Google,60.0,9.53,Pmax_NTM_Campaign_01
2025-01-07,Google,0.0,14.33,Pmax_NTM_Campaign_01
2025-01-08,Google,33.0,11.91,Pmax_NTM_Campaign_01
2025-01-09,Google,0.0,3.61,Pmax_NTM_Campaign_01
2025-01-10,Google,66.604844,7.06,Pmax_NTM_Campaign_01
2025-01-11,Google,51.9230925,15.09,Pmax_NTM_Campaign_01
2025-01-12,Google,124.0,9.919592,Pmax_NTM_Campaign_01
2025-01-13,Google,0.0,12.56,Pmax_NTM_Campaign_01
2025-01-14,Google,38.5,9.588945,Pmax_NTM_Campaign_01
2025-01-15,Google,0.0,5.19,Pmax_NTM_Campaign_01
2025-01-16,Google,26.0,2.67,Pmax_NTM_Campaign_01
2025-01-17,Google,90.2,4.744302,Pmax_NTM_Campaign_01
2025-01-18,Google,0.0,8.07,Pmax_NTM_Campaign_01
2025-01-19,Google,31.591086,2.06,Pmax_NTM_Campaign_01
2025-01-20,Google,23.384322,5.876941,Pmax_NTM_Campaign_01
2025-01-21,Google,56.0,4.612868,Pmax_NTM_Campaign_01
2025-01-22,Google,286.4,7.905,Pmax_NTM_Campaign_01
2025-01-23,Google,26.0,2.08,Pmax_NTM_Campaign_01
2025-01-24,Google,17.333342,1.22,Pmax_NTM_Campaign_01
2025-01-25,Google,372.3,0.93,Pmax_NTM_Campaign_01
2025-01-26,Google,54.9,0.917308,Pmax_NTM_Campaign_01
2025-01-27,Google,18.08778,1.08,Pmax_NTM_Campaign_01
2025-01-28,Google,55.0,0.945,Pmax_NTM_Campaign_01
2025-01-29,Google,112.666658,0.97,Pmax_NTM_Campaign_01
2025-01-30,Google,0.0,0.74,Pmax_NTM_Campaign_01
2025-01-31,Google,202.89507,1.21,Pmax_NTM_Campaign_01
2025-02-01,Google,21.398484,5.630343,Pmax_NTM_Campaign_01
2025-02-02,Google,0.0256256,16.05395,Pmax_NTM_Campaign_01
2025-02-03,Google,132.118664,10.95775,Pmax_NTM_Campaign_01
2025-02-04,Google,80.0,8.422024,Pmax_NTM_Campaign_01
2025-02-05,Google,148.8,12.141117,Pmax_NTM_Campaign_01
2025-02-06,Google,308.4308,11.679996,Pmax_NTM_Campaign_01
2025-02-07,Google,85.0,7.069,Pmax_NTM_Campaign_01
2025-02-08,Google,80.94697,11.148429,Pmax_NTM_Campaign_01
2025-02-09,Google,264.4,10.955205,Pmax_NTM_Campaign_01
2025-02-10,Google,138.72024399999998,33.839568,Pmax_NTM_Campaign_01
2025-02-11,Google,211.0,31.577958,Pmax_NTM_Campaign_01
2025-02-12,Google,107.403722,37.488826,Pmax_NTM_Campaign_01
2025-02-13,Google,293.930587,32.935984,Pmax_NTM_Campaign_01
2025-02-14,Google,0.0,23.991403,Pmax_NTM_Campaign_01
2025-02-15,Google,93.1417728,27.164328,Pmax_NTM_Campaign_01
2025-02-16,Google,1032.4890452,34.760928,Pmax_NTM_Campaign_01
2025-02-17,Google,343.6110872,42.501206,Pmax_NTM_Campaign_01
2025-02-18,Google,152.0,24.231445,Pmax_NTM_Campaign_01
2025-02-19,Google,138.058214,25.538519,Pmax_NTM_Campaign_01
2025-02-20,Google,59.8,29.813187,Pmax_NTM_Campaign_01
2025-02-21,Google,25.883598,27.268029,Pmax_NTM_Campaign_01
2025-02-22,Google,523.0,28.031185,Pmax_NTM_Campaign_01
2025-02-23,Google,713.528,38.748425,Pmax_NTM_Campaign_01
2025-02-24,Google,209.975044,27.716968,Pmax_NTM_Campaign_01
2025-02-25,Google,201.116266,27.265999,Pmax_NTM_Campaign_01
2025-02-26,Google,144.0,34.784175,Pmax_NTM_Campaign_01
2025-02-27,Google,391.0,21.228331,Pmax_NTM_Campaign_01
2025-02-28,Google,52.0,28.69788,Pmax_NTM_Campaign_01
2025-03-01,Google,146.0,43.110835,Pmax_NTM_Campaign_01
2025-03-02,Google,262.72421999999995,42.21616,Pmax_NTM_Campaign_01
2025-03-03,Google,479.0,39.642108,Pmax_NTM_Campaign_01
2025-03-04,Google,681.0,49.295503,Pmax_NTM_Campaign_01
2025-03-05,Google,197.666658,21.160784,Pmax_NTM_Campaign_01
2025-03-06,Google,36.0,10.76,Pmax_NTM_Campaign_01
2025-03-07,Google,192.1681079,10.483032,Pmax_NTM_Campaign_01
2025-03-08,Google,198.0,10.878867,Pmax_NTM_Campaign_01
2025-03-09,Google,46.0,7.331146,Pmax_NTM_Campaign_01
2025-03-10,Google,323.0,13.135558,Pmax_NTM_Campaign_01
2025-03-11,Google,218.0,12.359999,Pmax_NTM_Campaign_01
2025-03-12,Google,46.0,27.089171,Pmax_NTM_Campaign_01
2025-03-13,Google,111.53282,28.444421,Pmax_NTM_Campaign_01
2025-03-14,Google,103.333316,29.9131,Pmax_NTM_Campaign_01
2025-03-15,Google,0.0,44.829807,Pmax_NTM_Campaign_01
2025-03-16,Google,27.461436,23.799315,Pmax_NTM_Campaign_01
2025-03-17,Google,125.0,41.907377,Pmax_NTM_Campaign_01
2025-03-18,Google,167.93578,20.792446,Pmax_NTM_Campaign_01
2025-03-19,Google,58.99837,16.815606,Pmax_NTM_Campaign_01
2025-03-20,Google,117.6116,10.970706,Pmax_NTM_Campaign_01
2025-03-21,Google,70.0,9.609495,Pmax_NTM_Campaign_01
2025-03-22,Google,465.267892,10.547516,Pmax_NTM_Campaign_01
2025-03-23,Google,0.0,11.39,Pmax_NTM_Campaign_01
2025-03-24,Google,78.0,7.040357,Pmax_NTM_Campaign_01
2025-03-25,Google,60.5,12.994328,Pmax_NTM_Campaign_01
2025-03-26,Google,0.0,9.265388,Pmax_NTM_Campaign_01
2025-03-27,Google,132.1,5.096872,Pmax_NTM_Campaign_01
2025-03-28,Google,139.36088,5.557167,Pmax_NTM_Campaign_01
2025-03-29,Google,52.0,6.257178,Pmax_NTM_Campaign_01
2025-03-30,Google,51.660388,2.946006,Pmax_NTM_Campaign_01
2025-03-31,Google,26.0,5.002433,Pmax_NTM_Campaign_01
2025-04-01,Google,542.651325,5.073197,Pmax_NTM_Campaign_01
2025-04-02,Google,153.00002,5.64876,Pmax_NTM_Campaign_01
2025-04-03,Google,40.0,4.871961,Pmax_NTM_Campaign_01
2025-04-04,Google,49.418882,6.86,Pmax_NTM_Campaign_01
2025-04-05,Google,0.0,1.17,Pmax_NTM_Campaign_01
2025-04-06,Google,52.313404,7.423036,Pmax_NTM_Campaign_01
2025-04-07,Google,31.66668,5.986065,Pmax_NTM_Campaign_01
2025-04-08,Google,154.0,1.04,Pmax_NTM_Campaign_01
2025-04-09,Google,117.29148,9.585642,Pmax_NTM_Campaign_01
2025-04-10,Google,89.0,4.47,Pmax_NTM_Campaign_01
2025-04-11,Google,74.4,5.327478,Pmax_NTM_Campaign_01
2025-04-12,Google,13.0,4.792542,Pmax_NTM_Campaign_01
2025-04-13,Google,116.266748,6.525004,Pmax_NTM_Campaign_01
2025-04-14,Google,26.0,4.483872,Pmax_NTM_Campaign_01
2025-04-15,Google,0.33378,4.164886,Pmax_NTM_Campaign_01
2025-04-16,Google,31.75104,5.22,Pmax_NTM_Campaign_01
2025-04-17,Google,101.4,6.136478,Pmax_NTM_Campaign_01
2025-04-18,Google,20.0,0.47,Pmax_NTM_Campaign_01
2025-04-19,Google,26.0,9.366183,Pmax_NTM_Campaign_01
2025-04-20,Google,98.8,3.49,Pmax_NTM_Campaign_01
2025-04-21,Google,111.4,8.992122,Pmax_NTM_Campaign_01
2025-04-22,Google,72.0,38.255209,Pmax_NTM_Campaign_01
2025-04-23,Google,40.97763,22.564457,Pmax_NTM_Campaign_01
2025-04-24,Google,158.0,17.183793,Pmax_NTM_Campaign_01
2025-04-25,Google,0.161964,13.038647,Pmax_NTM_Campaign_01
2025-04-26,Google,540.633875,30.213037,Pmax_NTM_Campaign_01
2025-04-27,Google,29.7,23.039733,Pmax_NTM_Campaign_01
2025-04-28,Google,25.860274,30.021467,Pmax_NTM_Campaign_01
2025-04-29,Google,18.704161,26.715971,Pmax_NTM_Campaign_01
2025-04-30,Google,350.0,21.481517,Pmax_NTM_Campaign_01
2025-05-01,Google,40.0,24.300437,Pmax_NTM_Campaign_01
2025-05-02,Google,444.04896,21.787824,Pmax_NTM_Campaign_01
2025-05-03,Google,58.744758,28.779884,Pmax_NTM_Campaign_01
2025-05-04,Google,80.189363,27.190602,Pmax_NTM_Campaign_01
2025-05-05,Google,359.24838,25.551296,Pmax_NTM_Campaign_01
2025-05-06,Google,136.0,23.829114,Pmax_NTM_Campaign_01
2025-05-07,Google,147.0,26.834389,Pmax_NTM_Campaign_01
2025-05-08,Google,116.052602,24.55,Pmax_NTM_Campaign_01
2025-05-09,Google,55.7,11.616671,Pmax_NTM_Campaign_01
2025-05-10,Google,160.24432,32.610115,Pmax_NTM_Campaign_01
2025-05-11,Google,81.0,36.524389,Pmax_NTM_Campaign_01
2025-05-12,Google,26.0,26.035349,Pmax_NTM_Campaign_01
2025-05-13,Google,69.4,23.072888,Pmax_NTM_Campaign_01
2025-05-14,Google,113.4,13.797039,Pmax_NTM_Campaign_01
2025-05-15,Google,161.009689,31.792421,Pmax_NTM_Campaign_01
2025-05-16,Google,28.0,32.884638,Pmax_NTM_Campaign_01
2025-05-17,Google,507.021149,36.038371,Pmax_NTM_Campaign_01
2025-05-18,Google,306.289726,35.078921,Pmax_NTM_Campaign_01
2025-05-19,Google,69.4,38.37096,Pmax_NTM_Campaign_01
2025-05-20,Google,187.0,34.405319,Pmax_NTM_Campaign_01
2025-05-21,Google,436.8,61.955517,Pmax_NTM_Campaign_01
2025-05-22,Google,16.0,30.406759,Pmax_NTM_Campaign_01
2025-05-23,Google,100.4,36.122995,Pmax_NTM_Campaign_01
2025-05-24,Google,99.475314,55.834431,Pmax_NTM_Campaign_01
2025-05-25,Google,164.22301,68.60794,Pmax_NTM_Campaign_01
2025-05-26,Google,32.0,16.715133,Pmax_NTM_Campaign_01
2025-05-27,Google,21.6,14.239462,Pmax_NTM_Campaign_01
2025-05-28,Google,26.0,9.270061,Pmax_NTM_Campaign_01
2025-05-29,Google,134.931296,22.320563,Pmax_NTM_Campaign_01
2025-05-30,Google,1.028456,4.780275,Pmax_NTM_Campaign_01
2025-05-31,Google,163.9,7.840282,Pmax_NTM_Campaign_01
2025-06-01,Google,350.994228,20.344671,Pmax_NTM_Campaign_01
2025-06-02,Google,24.971544,11.409666,Pmax_NTM_Campaign_01
2025-06-03,Google,126.4,13.088057,Pmax_NTM_Campaign_01
2025-06-04,Google,0.0,12.361024,Pmax_NTM_Campaign_01
2025-06-05,Google,124.0,35.179437,Pmax_NTM_Campaign_01
2025-06-06,Google,45.0,13.68,Pmax_NTM_Campaign_01
2025-06-07,Google,203.0104,15.655568,Pmax_NTM_Campaign_01
2025-06-08,Google,25.5,10.222644,Pmax_NTM_Campaign_01
2025-06-09,Google,15.552517,11.67851,Pmax_NTM_Campaign_01
2025-06-10,Google,9.0,9.521238,Pmax_NTM_Campaign_01
2025-06-11,Google,0.0,8.348957,Pmax_NTM_Campaign_01
2025-06-12,Google,69.333342,10.448348,Pmax_NTM_Campaign_01
2025-06-13,Google,11.7,6.795577,Pmax_NTM_Campaign_01
2025-06-14,Google,128.4,5.421682,Pmax_NTM_Campaign_01
2025-06-15,Google,52.0,3.193713,Pmax_NTM_Campaign_01
2025-06-16,Google,0.0,3.141475,Pmax_NTM_Campaign_01
2025-06-17,Google,50.95876,2.482975,Pmax_NTM_Campaign_01
2025-06-18,Google,23.4,6.464784,Pmax_NTM_Campaign_01
2025-06-19,Google,50.534988,10.669864,Pmax_NTM_Campaign_01
2025-06-20,Google,0.0,6.258026,Pmax_NTM_Campaign_01
2025-06-21,Google,30.0,11.90493,Pmax_NTM_Campaign_01
2025-06-22,Google,86.8,8.150401,Pmax_NTM_Campaign_01
2025-06-23,Google,210.5,10.29,Pmax_NTM_Campaign_01
2025-06-24,Google,26.0,6.885107,Pmax_NTM_Campaign_01
2025-06-25,Google,65.0,15.977794,Pmax_NTM_Campaign_01
2025-06-26,Google,40.0,7.400948,Pmax_NTM_Campaign_01
2025-06-27,Google,0.0,3.728281,Pmax_NTM_Campaign_01
2025-06-28,Google,0.0,11.113504,Pmax_NTM_Campaign_01
2025-06-29,Google,0.0,9.148338,Pmax_NTM_Campaign_01
2025-06-30,Google,26.0,13.814511,Pmax_NTM_Campaign_01
2025-07-01,Google,56.0561146,7.248135,Pmax_NTM_Campaign_01
2025-07-02,Google,0.0,1.077053,Pmax_NTM_Campaign_01
2025-07-03,Google,31.8842625,5.130113,Pmax_NTM_Campaign_01
2025-07-04,Google,397.0,5.171999,Pmax_NTM_Campaign_01
2025-07-05,Google,49.697,14.464261,Pmax_NTM_Campaign_01
2025-07-06,Google,70.75,20.132841,Pmax_NTM_Campaign_01
2025-07-07,Google,0.0,3.316918,Pmax_NTM_Campaign_01
2025-07-08,Google,60.469098,5.56,Pmax_NTM_Campaign_01
2025-07-09,Google,0.0,7.477272,Pmax_NTM_Campaign_01
2025-07-10,Google,0.0,9.88,Pmax_NTM_Campaign_01
2025-07-11,Google,53.4,11.2,Pmax_NTM_Campaign_01
2025-07-12,Google,30.0,15.033631,Pmax_NTM_Campaign_01
2025-07-13,Google,203.25912,12.567114,Pmax_NTM_Campaign_01
2025-07-14,Google,0.0,10.592198,Pmax_NTM_Campaign_01
2025-07-15,Google,40.8,12.48,Pmax_NTM_Campaign_01
2025-07-16,Google,176.1438854,12.506012,Pmax_NTM_Campaign_01
2025-07-17,Google,30.0,9.278235,Pmax_NTM_Campaign_01
2025-07-18,Google,496.669913,39.774018,Pmax_NTM_Campaign_01
2025-07-19,Google,54.70878,39.798059,Pmax_NTM_Campaign_01
2025-07-20,Google,170.0,38.52814,Pmax_NTM_Campaign_01
2025-07-21,Google,164.2,36.526212,Pmax_NTM_Campaign_01
2025-07-22,Google,80.0,25.607194,Pmax_NTM_Campaign_01
2025-07-23,Google,90.0,18.81746,Pmax_NTM_Campaign_01
2025-07-24,Google,26.34882,22.43811,Pmax_NTM_Campaign_01
2025-07-25,Google,80.0,13.29,Pmax_NTM_Campaign_01
2025-07-26,Google,174.0,18.376548,Pmax_NTM_Campaign_01
2025-07-27,Google,241.0,23.32,Pmax_NTM_Campaign_01
2025-07-28,Google,83.4,52.28,Pmax_NTM_Campaign_01
2025-07-29,Google,132.291202,31.57,Pmax_NTM_Campaign_01
2025-07-30,Google,24.000018,29.480429,Pmax_NTM_Campaign_01
2025-07-31,Google,115.0,33.174189,Pmax_NTM_Campaign_01
2025-08-01,Google,0.0,25.419912,Pmax_NTM_Campaign_01
2025-08-02,Google,130.5,30.1748,Pmax_NTM_Campaign_01
2025-08-03,Google,15.0,28.200116,Pmax_NTM_Campaign_01
2025-08-04,Google,120.0,18.776181,Pmax_NTM_Campaign_01
2025-08-05,Google,54.6,15.440107,Pmax_NTM_Campaign_01
2025-08-06,Google,25.0,17.973842,Pmax_NTM_Campaign_01
2025-08-07,Google,214.2,14.162118,Pmax_NTM_Campaign_01
2025-08-08,Google,0.122339,11.186269,Pmax_NTM_Campaign_01
2025-08-09,Google,0.0,10.798415,Pmax_NTM_Campaign_01
2025-08-10,Google,179.0,14.622789,Pmax_NTM_Campaign_01
2025-08-11,Google,36.0,18.263079,Pmax_NTM_Campaign_01
2025-08-12,Google,725.0,12.49,Pmax_NTM_Campaign_01
2025-08-13,Google,82.55292,13.52,Pmax_NTM_Campaign_01
2025-08-14,Google,104.121932,19.672327,Pmax_NTM_Campaign_01
2025-08-15,Google,70.0,16.625511,Pmax_NTM_Campaign_01
2025-08-16,Google,156.0,27.74655,Pmax_NTM_Campaign_01
2025-08-17,Google,100.0,30.885471,Pmax_NTM_Campaign_01
2025-08-18,Google,230.34018,30.898962,Pmax_NTM_Campaign_01
2025-08-19,Google,154.0,25.221851,Pmax_NTM_Campaign_01
2025-08-20,Google,189.5,17.993007,Pmax_NTM_Campaign_01
2025-08-21,Google,71.8,21.812655,Pmax_NTM_Campaign_01
2025-08-22,Google,232.7639808,36.38373,Pmax_NTM_Campaign_01
2025-08-23,Google,245.199968,44.72056,Pmax_NTM_Campaign_01
2025-08-24,Google,112.000006,45.81074,Pmax_NTM_Campaign_01
2025-08-25,Google,201.000032,38.964425,Pmax_NTM_Campaign_01
2025-08-26,Google,174.5,25.499423,Pmax_NTM_Campaign_01
2025-08-27,Google,0.183498,29.114888,Pmax_NTM_Campaign_01
2025-08-28,Google,125.0,15.84,Pmax_NTM_Campaign_01
2025-08-29,Google,154.0,28.114231,Pmax_NTM_Campaign_01
2025-08-30,Google,347.6669446,42.423529,Pmax_NTM_Campaign_01
2025-08-31,Google,141.5,50.982927,Pmax_NTM_Campaign_01
2025-09-01,Google,20.632983,32.963126,Pmax_NTM_Campaign_01
2025-09-02,Google,40.0,3.279502,Pmax_NTM_Campaign_01
2025-09-03,Google,0.0,14.570507,Pmax_NTM_Campaign_01
2025-09-04,Google,215.2,30.572715,Pmax_NTM_Campaign_01
2025-09-05,Google,90.0,45.208192,Pmax_NTM_Campaign_01
2025-09-06,Google,490.861376,45.75381,Pmax_NTM_Campaign_01
2025-09-07,Google,173.39999,29.697213,Pmax_NTM_Campaign_01
2025-09-08,Google,247.97745300000005,33.730641,Pmax_NTM_Campaign_01
2025-09-09,Google,339.3,24.7931,Pmax_NTM_Campaign_01
2025-09-10,Google,30.0,27.77,Pmax_NTM_Campaign_01
2025-09-11,Google,239.105147,29.79,Pmax_NTM_Campaign_01
2025-09-12,Google,281.57302,30.834137,Pmax_NTM_Campaign_01
